Name,Cleaned Domain,Phone Number,Address,Keywords
Electra Cleaning Contracting,electracleaning.com,2126459696,"150 W 22nd St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Industrial Cleaning', 'Janitorial Service']"
Manhattan Carpet Cleaning,manhattan-carpet-cleaning.net,2123591657,"138 W 25th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Daimer Industries Inc,N/A,8886275510,"244 5th Ave, New York, NY, 10001","['Carpet & Rug Cleaners', 'Industrial Cleaning', 'Floor Waxing, Polishing & Cleaning']"
Megerian Rug Cleaners,megerianrugs.com,2126847188,"262 5th Ave, New York, NY, 10001","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Dry Cleaners & Laundries']"
Firouz Oriental Rugs,emocrugs.com,2125323680,"36 E 31st St Frnt B, New York, NY, 10016","['Carpet & Rug Cleaners', 'Rugs']"
Ebrahimi Asghar,ebrugs.com,2126961414,"36 E 31st St Rm 203, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Carpet & Rug Repair']"
"Rugs Cleaning New York, NY",N/A,3475321865,"359 W 30th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
New York Carpet Techs,N/A,6467945686,"350 5th Ave, New York, NY, 10118","['Carpet & Rug Cleaners', 'Rugs', 'Carpet & Rug Cleaners-Water Extraction']"
Rug Cleaners New York | Xpress Rug,N/A,3477835795,"433 W 34th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Snap Cleaning,N/A,6465323748,"347 W 36th St, New York, NY, 10018","['Carpet & Rug Cleaners', 'Janitorial Service', 'Maid & Butler Services']"
NY Cleaning New York,N/A,7189890201,"610 W 45th St, New York, NY, 10036","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet Installation']"
Mr Carpet,N/A,2129747415,"666 10th Ave, New York, NY, 10036","['Carpet & Rug Cleaners', 'Carpet & Rug Repair']"
"Rug Cleaning | Xpress New York, NY",N/A,3477835797,"205 W 54th St, New York, NY, 10019","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
American Quality Service,aqscleaning.com,2122232512,"575 Madison Avenue, 10th Floor, New York, NY, 10022","['Carpet & Rug Cleaners', 'Janitorial Service', 'Drapery & Curtain Cleaners']"
Glen Carpet,glenncarpet.com,6468314248,"969 3rd Ave, New York, NY, 10022","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
Area Rug Cleaners New York,N/A,6465069580,"332 E 84th St, New York, NY, 10028","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Allen Carpet,allencarpet.com,7182539595,"1603 York Ave, New York, NY, 10028","['Carpet & Rug Cleaners', 'Floor Waxing, Polishing & Cleaning', 'Building Cleaners-Interior']"
Upholstery Cleaning New York,upholsterycleaningnewyork.com,2123801317,"New York, NY, 10029","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Water Damage Restoration']"
CLA Commercial Cleaning,clacleaning.com,6465323750,"347 W 36th St, New York, NY, 10018","['Carpet & Rug Cleaners', 'Building Cleaners-Interior', 'Building Maintenance']"
Chem-Dry of NYC,chemdrynyc.com,2123553640,"131 E 62nd St Ste Bsm, New York, NY, 10065","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Water Damage Restoration']"
Green Choice Carpet Cleaner,greenchoicecarpet.com,8009844338,Serving the New York Area,['Carpet & Rug Cleaners']
Star Carpet Cleaning Inc,N/A,2122199644,Serving the New York Area,"['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Acme Services Inc,N/A,2122190058,Serving the New York Area,"['Carpet & Rug Cleaners', 'Furniture Cleaning & Fabric Protection']"
Delmont Carpet & Upholstery Clng Specialists Inc,delmontcleanny.com,7185314700,Serving the New York Area,"['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Upholsterers']"
Healthy Clean Inc,healthycleannewyork.com,2123626863,Serving the New York Area,"['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Janitorial Service']"
Ben Cohen Inc First In Service,firstinservice.com,2125052134,Serving the New York Area,['Carpet & Rug Cleaners']
ABC Rug & Carpet Cleaning Service,abchomecare.com,2129291275,Serving the New York Area,"['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Carpet & Rug Dealers']"
Rapp Furniture & Carpet Clng Co,N/A,2128899260,Serving the New York Area,"['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Green Choice Carpet Cleaning,facebook.com,7183602795,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Cleaning Contractors']"
A L Farris Co,N/A,2126892128,Serving theNew York Area,['Carpet & Rug Cleaners']
Carpet Care,N/A,2128299284,Serving theNew York Area,['Carpet & Rug Cleaners']
Servicemaster Clean,servicemasterclean.com,3477372733,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Janitorial Service']"
Chem-Dry,chemdry.com,3477595986,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Leather Cleaning', 'Tile-Cleaning, Refinishing & Sealing']"
Fabra-Cleen Inc,fabracleen.com,2127774040,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Building Cleaners-Interior']"
Chem-Dry,chemdry.com,3105307989,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Leather Cleaning', 'Commercial & Industrial Steam Cleaning']"
Evolution Steam,N/A,3474584146,Serving theNew York Area,['Carpet & Rug Cleaners']
Broadway Carpet Care,N/A,2128777300,Serving theNew York Area,['Carpet & Rug Cleaners']
Servicemaster Clean,servicemasterclean.com,6467586923,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Janitorial Service']"
Metro Carpet Services,N/A,2128864533,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Floor Materials']"
A & J Carpet Cleaners,N/A,2127591005,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Cleaning Contractors']"
Long Island Carpet Cleaning,N/A,2122390929,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Cleaning Contractors']"
New York Painting,N/A,2122556724,Serving theNew York Area,['Carpet & Rug Cleaners']
Broadway Carpet Care Inc,N/A,2127640070,Serving theNew York Area,['Carpet & Rug Cleaners']
Only the Best Carpet & Upholstery Cleaning,N/A,2127371183,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Sunflower Carpet Rug & Upholstery Cleaning,N/A,2123654288,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Rugs']"
NYC Carpet Cleaners,nyccarpetcleaners.com,2129666634,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
All Boro Carpet Cleaning,allborocarpetcleaning.com,2122427755,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Carpet Cleaning NYC,topcarpetcarenyc.com,9178314478,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Janitorial Service']"
A&B Carpet,aandbcarpet.com,2122427755,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet Installation']"
New York's Carpet Service,N/A,8777844692,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet & Rug Cleaners-Water Extraction']"
Ben and Ben Carpet Restoration,N/A,8884919798,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Cleaners-Water Extraction']"
SERVPRO of Upper West Side,servpro.com,9174981362,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Air Duct Cleaning']"
"SERVPRO of Lower Manhattan, West Village",servpro.com,2125646365,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Duct Cleaning']"
Ambers Carpets Inc,N/A,2129747415,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Floor Materials']"
New York Maid Service,N/A,6462179116,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Maid & Butler Services']"
Premium Rug,N/A,8745896542,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Floor Materials', 'Flooring Contractors']"
Safavieh Carpets,N/A,2126838399,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Floor Materials']"
Hj Murray & Co Inc,N/A,2122277052,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Altering & Remodeling Contractors']"
"Rugs Rugs, Rugs",N/A,2128410999,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Carpet & Rug Repair']"
Sears Carpet & Air Duct Cleaning,searsclean.com,5083421400,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Duct Cleaning']"
NYC Green Cleaning,N/A,2124610807,Serving theNew York Area,"['Carpet & Rug Cleaners', 'Janitorial Service', 'Building Maintenance']"
Green Carpet,nyccarpetclean.com,6465197237,Serving theNew York Area,"['Carpet & Rug Cleaners', 'House Cleaning']"
GNG Carpet Cleaning,gngcarpetcleaning.com,3479667996,"37-24 24th Street #106, New York, NY, 11101",['Carpet & Rug Cleaners']
Always Green Carpet Cleaner,alwaysgreencarpetcleaner.com,7187703080,"New York, NY, 11385","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies', 'Upholstery Cleaners']"
Sunbird Cleaning Services,brooklyncarpetcleaning.com,7187707341,"209 Lincoln Pl, New York, NY, 11217","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Wood Finishing']"
Flat Rate Carpet,flatratecarpet.com,7183878100,"777 Meeker Ave, Brooklyn, NY, 11222",['Carpet & Rug Cleaners']
Tip Top Carpet Care Inc,N/A,8003314011,"147 Columbia Hts, Brooklyn, NY, 11201",['Carpet & Rug Cleaners']
Dependable Carpet & Rug Cleaners,N/A,2018631242,"704 Grand St, Jersey City, NJ, 07304",['Carpet & Rug Cleaners']
Pomerantz Perfect Carpet,N/A,7188548798,"477 Empire Blvd, Brooklyn, NY, 11225",['Carpet & Rug Cleaners']
A To Z Flooring Brooklyn,N/A,7183103697,"1459 Nostrand Ave, Brooklyn, NY, 11226",['Carpet & Rug Cleaners']
Brooklyn Rug & Carpet Cleaning,N/A,7182103582,"3715 Church Ave, Brooklyn, NY, 11203",['Carpet & Rug Cleaners']
Sun Light Fine Rug Care & Restoration,sunlightfinerugcarebrooklyn.com,7183884575,"370 S 4th St Apt 102, Brooklyn, NY, 11211",['Carpet & Rug Cleaners']
Anthony Peter Carpet & Upholstery,brooklyncarpetcleaning.org,3472212972,"140 Cadman Plz W, Brooklyn, NY, 11201",['Carpet & Rug Cleaners']
Williamsburg Carpet Cleaners,williamsburgcarpetcleaners.com,7185761360,"452 Broadway, Brooklyn, NY, 11211","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Brooklyn Steamers,N/A,7187012096,"616 Court St, Brooklyn, NY, 11231",['Carpet & Rug Cleaners']
Feet Up Cleaning,new-jersey-carpet-cleaning.com,2016045250,"269 Jewett Ave, Jersey City, NJ, 07304","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Tile-Cleaning, Refinishing & Sealing']"
Queens Rug Cleaner,queensrugcleaner.com,7182747144,"45-22 Pearson St, Astoria, NY, 11101",['Carpet & Rug Cleaners']
Green King Carpet Cleaning Inc.,N/A,7183163501,"220 Ingraham St, Brooklyn, NY, 11237","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
"Majestic Rug Cleaning Co., Inc",majesticrugclean.com,7185427474,"3711 48th Ave, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Carpet & Rug Repair']"
Oriental Area Rug Cleaning,orientalarearugcleaning.com,8889523633,"260 Decatur St # 1, Brooklyn, NY, 11233",['Carpet & Rug Cleaners']
Carpet Cleaning Brooklyn Co,carpetcleaningbrooklyn.co,7185029978,"280 Crown St, Brooklyn, NY, 11225","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Water Damage Restoration']"
Oriental Rug Repair,oriental-rug-repair.com,2126471171,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Carpet & Rug Inspection Service', 'Carpet & Rug Repair']"
Sears Carpet Upholstery & Air Duct Cleaning,N/A,7182498622,"756 Linden Blvd, Brooklyn, NY, 11203","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Upholstery Cleaners']"
Chem-Dry,N/A,2012685407,"99 Greene St, Jersey City, NJ, 07302","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Commercial & Industrial Steam Cleaning']"
Carpet Cleaning Brooklyn Heights,carpetcleaningbrooklynheights.com,7185969663,"137 Montague St Apt 342, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Drapery & Curtain Cleaners']"
ABC Carpet Cleaning Brooklyn,abccarpetcleaning-brooklyn.com,7182103568,"44 Court St, Brooklyn, NY, 11201",['Carpet & Rug Cleaners']
Green Rug Brooklyn,N/A,7188122230,"143 Atlantic Ave, Brooklyn, NY, 11201",['Carpet & Rug Cleaners']
S.O.S. Carpet & Upholstery Cleaning Inc.,N/A,7187828707,"7 Dunham Pl, Brooklyn, NY, 11249",['Carpet & Rug Cleaners']
Procarpetservice.com,procarpetservice.com,2019161778,"89 River St Unit 784, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Tip Top Carpet Care Inc,N/A,8002469034,"147A Columbia St, Brooklyn, NY, 11231",['Carpet & Rug Cleaners']
Elite Carpet,N/A,7188553790,"147 Columbia St Ste A, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Floor Materials']"
Williamsburg Carpet Cleaners,williamsburgcarpetcleaners.com,7185761360,"39 S 5th St, Brooklyn, NY, 11249","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet Installation']"
Stanley Steam Carpet Cleaning,N/A,7182214303,"450 Atlantic Ave, Brooklyn, NY, 11217","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Cleaning Contractors']"
Luxury Carpet Cleaning Inc,N/A,2125851900,"275 Park Ave, Brooklyn, NY, 11205",['Carpet & Rug Cleaners']
New Jersey Carpet Cleaners Inc,N/A,2018823804,"315 Willow Ave, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Cleaning Contractors']"
Klein's Carpet Cleaining Inc,N/A,7183888750,"292 Grand St, Brooklyn, NY, 11211",['Carpet & Rug Cleaners']
Carpet Cleaning Jersey City,carpet-cleaning-jerseycity.com,2016043966,"20 Brooks St, Jersey City, NJ, 07302","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Dry Cleaners & Laundries']"
A Line Upholste,manhattancarpetandrugcleaning.com,2129491933,"385 7th Ave, Jersey City, NJ, 07302","['Carpet & Rug Cleaners', 'Building Cleaners-Interior', 'Janitorial Service']"
Chem-Dry,N/A,2012013104,"700 Washington St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Commercial & Industrial Steam Cleaning']"
Brooklyn Rug Clean (www.brooklynrugclean.com),brooklynrugclean.com,7185761712,"27 Luquer St, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Janitorial Service']"
Williamsburg Carpet Cleaning,N/A,9292794475,"60 Rutledge St Ste 208, Brooklyn, NY, 11249","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Tulip Carpet Cleaning of Hoboken,hobokencarpetcleaning.com,2016422002,"628 Grand St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Air Duct Cleaning']"
New Jersey Carpet Cleaning,N/A,2012220200,"519 Grand St, Jersey City, NJ, 07302",['Carpet & Rug Cleaners']
Chem-Dry,N/A,2012010319,"700 Clinton St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Commercial & Industrial Steam Cleaning']"
Brroklyn Carpet Cleaners,carpet-cleaning-in-brooklyn.com,9172387646,"759 Hicks St, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Carpet Deep Cleaning,N/A,3472273757,"99 2nd St, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
H&S Rug Cleaning & Restoration,orientalrugcleaningny.com,2123801591,"370 S 4th St Apt 102, Brooklyn, NY, 11211","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Rescue Carpet Cleaning,N/A,7326379877,"624 Grand St, Jersey City, NJ, 07304",['Carpet & Rug Cleaners']
Chem-Dry,N/A,2012685193,"99 Franklin St, Jersey City, NJ, 07307","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Commercial & Industrial Steam Cleaning']"
Fort Greene Carpet Cleaning,N/A,9292794545,"481 Dekalb Ave, Brooklyn, NY, 11205","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Stanley Steam Carpet Cleaning,N/A,7182187931,"622 Grand St, Brooklyn, NY, 11211","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Persian Rug Cleaning,williamsburgcarpetcleaning.com,7184121322,"545 Broadway#29, Brooklyn, NY, 11206",['Carpet & Rug Cleaners']
National Carpet Cleaning Co,national-carpet-cleaning.com,2012347775,"682 Summit Ave Ste A, Jersey City, NJ, 07306","['Carpet & Rug Cleaners', 'Carpet Installation', 'Carpet & Rug Dealers']"
Chemdry,chemdry.com,6464497873,"412 4th Ave, Brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Furniture Cleaning & Fabric Protection', 'Duct Cleaning']"
Crown Heights Carpet Cleaning,crownheightscarpetcleaning.com,9292794588,"272 Clifton Pl, Brooklyn, NY, 11216","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Jerry's Cleaning Svcs,N/A,9292343354,"600 Lafayette Ave, Brooklyn, NY, 11216","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries']"
Sofa Cleaning,N/A,2012726646,"1200 Harbor Blvd, Weehawken, NJ, 07086",['Carpet & Rug Cleaners']
Ucm Services NJ,carpet-cleaners-new-jersey.com,2018822118,"811 Montgomery St, Jersey City, NJ, 07306","['Carpet & Rug Cleaners', 'Industrial Cleaning']"
Naptha Rug & Carpet Cleaning,flatratecarpet.com,7183870200,"777 Meeker Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Janitorial Service']"
Antique Rug Cleaning Brooklyn,N/A,3472864394,"528 5th Ave, Brooklyn, NY, 11215",['Carpet & Rug Cleaners']
Klein Carpet Cleaning,mcleaningservices.com,7183890229,"320 Norman Ave, Brooklyn, NY, 11222",['Carpet & Rug Cleaners']
Keystone Dying & Finishing,N/A,7184827780,"2503 Borden Ave, Long Island City, NY, 11101",['Carpet & Rug Cleaners']
Queens Rug Cleaners,carpetcleanersny.com,7184371168,"4419 Vernon Blvd, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Cleaning Contractors']"
J & N Carpet Cleaning,N/A,2014322168,"93 Oxford Ave, Jersey City, NJ, 07304",['Carpet & Rug Cleaners']
Martin Rug Cleaning,N/A,7186022715,"382A Monroe St, Brooklyn, NY, 11221","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Moth Damage Cleaning,N/A,2012726648,"100 Oak St, Weehawken, NJ, 07086",['Carpet & Rug Cleaners']
Consolidated Carpet Trade Workroom Inc,N/A,7184568207,"1181 Grand St, Brooklyn, NY, 11211","['Carpet & Rug Cleaners', 'Floor Materials']"
Chem-Dry,N/A,2016300113,"513 W Side Ave, Jersey City, NJ, 07304","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Commercial & Industrial Steam Cleaning']"
Chemdry,chemdry.com,6464497875,"1459 Bedford Ave, Brooklyn, NY, 11216","['Carpet & Rug Cleaners', 'Duct Cleaning', 'Building Cleaners-Interior']"
Superior Carpet & Upholstery Cleaning,N/A,9732223797,"133 33rd St Apt 3G, Union City, NJ, 07087",['Carpet & Rug Cleaners']
Johns Carpet & Furniture Cleaning Co,N/A,9734854695,"700 Boulevard E Apt 0-1B, Weehawken, NJ, 07086","['Carpet & Rug Cleaners', 'Floor Materials', 'Cleaning Contractors']"
Nre Jersey Carpet Cleaning,yorkcarpet.com,8006049941,"514 25th St, Union City, NJ, 07087",['Carpet & Rug Cleaners']
Deanes sweet deals llc carpet cleaning,N/A,3473164259,"241 Clendenny Ave, jersey city, NJ, 07304","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaners-Water Extraction']"
Queens Carpet Cleaning,N/A,3472308087,"4155 21st St, Astoria, NY, 11101",['Carpet & Rug Cleaners']
Sears Carpet Upholstery & Air Duct Cleaning,N/A,7183867400,"159 Wilson Ave, Brooklyn, NY, 11237","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Upholstery Cleaners']"
Ozzie's Carpet & Upholstery Cleaning Service,N/A,5513581846,"82 wade st, Jersey City, NJ, 07305",['Carpet & Rug Cleaners']
Happy Drymaster Cleaning Svc,N/A,2017361284,"98 Yale Ave, Jersey City, NJ, 07304",['Carpet & Rug Cleaners']
Chemdry,chemdry.com,6464497874,"957 Bushwick Ave, Brooklyn, NY, 11221","['Carpet & Rug Cleaners', 'Furniture Cleaning & Fabric Protection', 'Duct Cleaning']"
NY Master Cleaning,N/A,7184847886,"150 Wyckoff Ave, Brooklyn, NY, 11237","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries']"
The Wright Cleaning Company,N/A,3474057840,"1126 Nostrand Ave, Brooklyn, NY, 11225","['Carpet & Rug Cleaners', 'Janitorial Service']"
LSL Atlantic,facebook.com,3475071413,"3620 29th St, Astoria, NY, 11106","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Carpet & Rug Cleaners-Water Extraction']"
Spot ON Carpet & Tile Care,N/A,7184121001,"1574 President St, Brooklyn, NY, 11213",['Carpet & Rug Cleaners']
Demars,demars-intl.com,3472422414,"1002 34th Ave, Long Island City, NY, 11106",['Carpet & Rug Cleaners']
Guardian Carpet Cleaning,N/A,7184060469,"4870 Queens Blvd, Woodside, NY, 11377","['Carpet & Rug Cleaners', 'Carpet Installation', 'Carpet & Rug Cleaners-Water Extraction']"
Ben Aha-Ron & Son,N/A,2015412388,"3901 Liberty Ave, North Bergen, NJ, 07047","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet & Rug Dealers']"
CleanedRight,N/A,6468519010,"41-15 46th St, Sunnyside, NY, 11104",['Carpet & Rug Cleaners']
Fresh & Clean,N/A,7182820873,"3916 Church Ave, Brooklyn, NY, 11203","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Janitorial Service']"
Westchester Carpet & Window,westchestercarpetny.com,9145913393,"2814 14th St, Astoria, NY, 11102",['Carpet & Rug Cleaners']
Dalmn Carpet Cleaning,erniescarpetcare.com,7182510434,"2814 14th St, Astoria, NY, 11102",['Carpet & Rug Cleaners']
Ben Cohen Inc,N/A,2126777177,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Astoria Carpet Cleaning,carpetcleaningastoria.com,7182049754,"3033 Steinway St, Astoria, NY, 11103","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaners-Water Extraction', 'Carpet & Rug Repair']"
Abc Carpet & Rug Care,N/A,2122011696,"1145 1st St, Astoria, NY, 11102",['Carpet & Rug Cleaners']
Stanley Steam Carpet Cleaning,N/A,7182781110,"2815 24th Ave, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
EcoRugWash,N/A,2012825827,"38 Jackson St, Hoboken, NJ, 07030",['Carpet & Rug Cleaners']
CitiClean Carpet & Upholstery Inc.,N/A,8663323236,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Janitorial Service']"
New York Carpet Steamer Experts,carpet-steamer-experts.com,7187058319,"143 Willow St, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
J & D Carpet Cleaning,N/A,7187971300,"19 Grace Ct, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
CN Maintenance Inc,mainecampaignfinance.com,7186430737,"304 Atlantic Ave, Brooklyn, NY, 11201",['Carpet & Rug Cleaners']
Carpet Upholstery,N/A,2129826020,"447 Broadway, Brooklyn, NY, 11211",['Carpet & Rug Cleaners']
Save Direct Carpet & Flooring,N/A,5167173996,"315 Flatbush Ave # 113, Brooklyn, NY, 11217",['Carpet & Rug Cleaners']
Thompson's Carpet Cleaning,N/A,7183993400,"1072 Bedford Ave, Brooklyn, NY, 11216","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Big Apple Carpet,big-apple-carpet.com,7183880205,"187 Graham Ave, Brooklyn, NY, 11206","['Carpet & Rug Cleaners', 'Floor Materials']"
Naphtha Carpet Cleaners,licarpetcleaners.com,7183899580,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Fire & Water Damage Restoration']"
Kalfaian Rug Cleaners Inc,N/A,7183899384,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Drapery & Curtain Cleaners']"
Certified Brush Carpet Cleaners Inc,N/A,7184399000,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Siracco Carpet & Rug Cleaners,N/A,7183892779,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
United Kingsway Carpet Cleaners Inc,licarpetcleaners.com,7183899150,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Carpet Installation']"
Clines Rug Cleaners,cleanrug.us,2122260025,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries']"
Carpet & Upholstery Cleaning,clynecarpetandupholsterycleaning.com,5165797150,"301 Norman Ave, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Floor Materials', 'Cleaning Contractors']"
Little Devil Carpet Cleaning,find-cleaning-services.com,2019367446,"230 Jewett Ave, Jersey City, NJ, 07304",['Carpet & Rug Cleaners']
Authentic Rug & Carpet Cares,authenticrugandcarpetcare.com,2125172433,"4419 Vernon Blvd, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners']"
Dependable Rug & Carpet Clnrs,N/A,2019431818,"728 22nd St, Union City, NJ, 07087","['Carpet & Rug Cleaners', 'Floor Materials']"
American Steam Cleaning Co,N/A,2018634300,"3414 New York Ave, Union City, NJ, 07087",['Carpet & Rug Cleaners']
Palacios Carpet,N/A,2018631292,"3813 Palisade Ave, Union City, NJ, 07087","['Carpet & Rug Cleaners', 'Floor Materials']"
First Class Window Fashions,firstclasswindowfashions.com,7187520200,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Draperies, Curtains & Window Treatments']"
ABC Rug & Upholstery,abcrugcleaningandrepair.com,2122434434,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Floor Materials', 'Building Cleaners-Interior']"
Chem-Dry Carpet & Upholstery,N/A,2125796915,"2814 14th St, Astoria, NY, 11102",['Carpet & Rug Cleaners']
